N0131,N0093,48.36,52.35,39.7
N0132,N0093,52.32,52.35,55.38
N0133,N0093,40.92,49.61,28.01
N0134,N0093,17.99,28.01,24.26
N0135,N0093,38.77,35.69,49.61
N0136,N0093,35.94,37.99,23.46
N0137,N0093,31.14,23.46,35.69
N0138,N0093,20.11,37.99,24.26
N0139,N0139,92.29,95.33,95.33
N0140,N0139,59.56,62.69,62.69
N0141,N0139,52.37,56.79,56.79
N0142,N0139,41.83,48.94,48.94
N0143,N0139,29.47,37.86,37.86
N0144,N0139,58.19,68.39,68.39
N0145,N0139,49.35,64.85,64.85
N0146,N0139,39.73,46.62,46.62
N0147,N0139,26.37,34.15,34.15
N0148,N0139,63.65,66.01,66.01
N0149,N0139,54.32,56.37,56.37
N0150,N0139,32.88,38.26,38.26
N0151,N0139,17.55,27.42,27.42
N0152,N0139,67.24,62.69,95.33
N0153,N0139,60.92,95.33,56.79
N0154,N0139,56.41,95.33,48.94
N0155,N0139,51.99,37.86,95.33
N0156,N0139,80.14,68.39,95.33
N0157,N0139,80.96,64.85,95.33
N0158,N0139,74.72,95.33,46.62
N0159,N0139,79.85,34.15,95.33
N0160,N0139,79.17,66.01,95.33
N0161,N0139,75.75,95.33,56.37
N0162,N0139,58.18,95.33,38.26
N0163,N0139,29.64,95.33,27.42
N0164,N0139,45.95,48.94,62.69
N0165,N0139,49.67,37.86,62.69
N0166,N0139,47.04,56.79,37.86
N0167,N0139,53.76,46.62,68.39
N0168,N0139,50.46,34.15,68.39
N0169,N0139,45.2,64.85,34.15
N0170,N0139,50.74,38.26,66.01
N0171,N0139,27.43,66.01,27.42
N0172,N0139,26.74,56.37,27.42
N0173,N0139,48.74,37.86,68.39
N0174,N0139,26.49,27.42,68.39
N0175,N0139,26.81,27.42,62.69
N0176,N0139,52.4,64.85,56.79
N0177,N0139,27.1,64.85,27.42
N0178,N0139,44.84,56.79,38.26
N0179,N0139,40.02,46.62,48.94
N0180,N0139,58.92,46.62,56.37
N0181,N0139,23.94,48.94,27.42
N0182,N0139,31.69,37.86,34.15
N0183,N0139,22.87,34.15,27.42
N0184,N0139,51.21,56.37,37.86
N0185,N0185,84.55,82.32,82.32
N0186,N0185,64.38,61.32,61.32
N0187,N0185,53.91,59.73,59.73
N0188,N0185,43.19,50.58,50.58
N0189,N0185,37.71,39.95,39.95
N0190,N0185,50.42,57.26,57.26
N0191,N0185,30.63,41.46,41.46
N0192,N0185,19.78,29.67,29.67
N0193,N0185,13.93,23.43,23.43
N0194,N0185,51.39,59.44,59.44
N0195,N0185,39.27,48.08,48.08
N0196,N0185,32.6,37.12,37.12
N0197,N0185,18.77,24.45,24.45
N0198,N0185,65.91,82.32,61.32
N0199,N0185,58.94,59.73,82.32
N0200,N0185,55.48,50.58,82.32
N0201,N0185,51.99,39.95,82.32
N0202,N0185,74.21,82.32,57.26
N0203,N0185,68.27,82.32,41.46
N0204,N0185,70.34,29.67,82.32
N0205,N0185,64.4,82.32,23.43
N0206,N0185,63.65,82.32,59.44
N0207,N0185,54.07,48.08,82.32
N0208,N0185,47.11,37.12,82.32
N0209,N0185,32,24.45,82.32
N0210,N0185,52.72,61.32,50.58
N0211,N0185,50.74,39.95,61.32
N0212,N0185,47.9,59.73,39.95
N0213,N0185,43.22,29.67,57.26
N0214,N0185,38.54,57.26,23.43
N0215,N0185,25.97,23.43,41.46
N0216,N0185,40.33,37.12,59.44
N0217,N0185,26.23,59.44,24.45
N0218,N0185,25.66,48.08,24.45
N0219,N0185,44.46,39.95,57.26
N0220,N0185,35.48,57.26,37.12
N0221,N0185,53.77,61.32,48.08
N0222,N0185,38.26,41.46,39.95
N0223,N0185,46.5,41.46,59.44
N0224,N0185,50.71,59.73,48.08
N0225,N0185,44.9,29.67,59.73
N0226,N0185,32.55,37.12,29.67
N0227,N0185,51.84,48.08,50.58
N0228,N0185,30.32,39.95,23.43
N0229,N0185,30.54,37.12,23.43
N0230,N0185,25.86,24.45,39.95
N0231,N0231,97.56,99.64,99.64
N0232,N0231,64.14,70.3,70.3
N0233,N0231,57.89,62.02,62.02
N0234,N0231,51.54,55.41,55.41
N0235,N0231,39.73,38.33,38.33
N0236,N0231,57.13,69.5,69.5
N0237,N0231,47.64,52.71,52.71
N0238,N0231,32.34,38.79,38.79
N0239,N0231,22.5,29.57,29.57
N0240,N0231,64.81,62.91,62.91
N0241,N0231,49.95,55.79,55.79
N0242,N0231,34.79,38.61,38.61
N0243,N0231,17.22,27.6,27.6
N0244,N0231,77.01,70.3,99.64
N0245,N0231,69.09,62.02,99.64
N0246,N0231,66.64,55.41,99.64
N0247,N0231,62.44,38.33,99.64
N0248,N0231,95.61,99.64,69.5
N0249,N0231,93.21,52.71,99.64
N0250,N0231,94.13,38.79,99.64
N0251,N0231,91.77,99.64,29.57
N0252,N0231,80.04,99.64,62.91
N0253,N0231,65.38,99.64,55.79
N0254,N0231,52.64,99.64,38.61
N0255,N0231,29.47,99.64,27.6
N0256,N0231,55.69,55.41,70.3
N0257,N0231,54.7,38.33,70.3
N0258,N0231,48.97,38.33,62.02
N0259,N0231,56.82,69.5,38.79
N0260,N0231,57.58,29.57,69.5
N0261,N0231,43.44,52.71,29.57
N0262,N0231,44.53,62.91,38.61
N0263,N0231,31.91,27.6,62.91
N0264,N0231,27.17,55.79,27.6
N0265,N0231,67.2,70.3,69.5
N0266,N0231,63.74,69.5,62.91
N0267,N0231,65.9,70.3,62.91
N0268,N0231,45.81,52.71,38.33
N0269,N0231,64.93,52.71,62.91
N0270,N0231,48.59,62.02,38.61
N0271,N0231,49.82,55.41,38.79
N0272,N0231,35.57,38.61,38.79
N0273,N0231,46.35,55.41,38.61
N0274,N0231,45.89,29.57,55.41
N0275,N0231,34.51,38.61,29.57
N0276,N0231,21.45,38.33,27.6
N0277,N0277,85.14,97.26,97.26
N0278,N0277,67.66,71.71,71.71
N0279,N0277,63.46,64.22,64.22
N0280,N0277,53.28,54.32,54.32
N0281,N0277,45.26,48.21,48.21
N0282,N0277,49.59,62.04,62.04
N0283,N0277,31.01,38.54,38.54
N0284,N0277,17.24,27.7,27.7
N0285,N0277,13.24,22.17,22.17
N0286,N0277,49.44,58.84,58.84
N0287,N0277,41.76,52.51,52.51
N0288,N0277,35.69,38.39,38.39
N0289,N0277,20.88,27.75,27.75
N0290,N0277,75.22,71.71,97.26
N0291,N0277,64.7,64.22,97.26
N0292,N0277,61.5,54.32,97.26
N0293,N0277,55.22,97.26,48.21
N0294,N0277,81.75,97.26,62.04
N0295,N0277,81.02,97.26,38.54
N0296,N0277,80.57,97.26,27.7
N0297,N0277,75.51,22.17,97.26
N0298,N0277,70.22,58.84,97.26
N0299,N0277,59.99,52.51,97.26
N0300,N0277,41.94,97.26,38.39
N0301,N0277,35.47,27.75,97.26
N0302,N0277,60.81,71.71,54.32
N0303,N0277,56.52,48.21,71.71
N0304,N0277,53.53,64.22,48.21
N0305,N0277,43.74,62.04,27.7
N0306,N0277,37.9,22.17,62.04
N0307,N0277,22.7,22.17,38.54
N0308,N0277,38.61,58.84,38.39
N0309,N0277,30.22,58.84,27.75
N0310,N0277,32.21,27.75,52.51
N0311,N0277,46.41,62.04,48.21
N0312,N0277,52.57,62.04,58.84
N0313,N0277,49.55,38.39,71.71
N0314,N0277,48.55,38.54,54.32
N0315,N0277,54.02,38.54,58.84
N0316,N0277,57.87,64.22,58.84
N0317,N0277,48.67,54.32,27.7
N0318,N0277,52.29,27.7,58.84
N0319,N0277,30.53,54.32,27.75
N0320,N0277,59.93,71.71,22.17
N0321,N0277,30.12,22.17,38.39
N0322,N0277,28.68,48.21,27.75
N0323,N0323,96.27,96.9,96.9
N0324,N0323,57.69,56.04,56.04
N0325,N0323,44.98,47.02,47.02
N0326,N0323,28.11,31.99,31.99
N0327,N0323,21.58,25.63,25.63
N0328,N0323,60.99,70.18,70.18
N0329,N0323,51.93,55.76,55.76
N0330,N0323,33.23,39.59,39.59
N0331,N0323,24.08,30.22,30.22
N0332,N0323,68.01,66.39,66.39
N0333,N0323,56.83,51.63,51.63
N0334,N0323,27,36.48,36.48
N0335,N0323,17.82,24.1,24.1
N0336,N0323,66.4,96.9,56.04
N0337,N0323,54.37,47.02,96.9
N0338,N0323,57.51,96.9,31.99
N0339,N0323,52.88,25.63,96.9
N0340,N0323,87.91,70.18,96.9
N0341,N0323,89.81,55.76,96.9
N0342,N0323,90.07,39.59,96.9
N0343,N0323,83.97,30.22,96.9
N0344,N0323,87.03,66.39,96.9
N0345,N0323,74.59,51.63,96.9
N0346,N0323,49.43,96.9,36.48
N0347,N0323,25.85,96.9,24.1
N0348,N0323,45.57,56.04,31.99
N0349,N0323,42.1,56.04,25.63
N0350,N0323,39.98,25.63,47.02
N0351,N0323,50.66,39.59,70.18
N0352,N0323,56.13,70.18,30.22
N0353,N0323,40.65,55.76,30.22
N0354,N0323,44.65,66.39,36.48
N0355,N0323,30.14,24.1,66.39
N0356,N0323,26.37,51.63,24.1
N0357,N0323,50.47,70.18,47.02
N0358,N0323,46.37,36.48,70.18
N0359,N0323,61.01,66.39,56.04
N0360,N0323,40.36,55.76,31.99
N0361,N0323,23.17,24.1,55.76
N0362,N0323,23.23,47.02,24.1
N0363,N0323,29.18,39.59,25.63
N0364,N0323,57.5,51.63,39.59
N0365,N0323,37.31,36.48,31.99
N0366,N0323,37.77,47.02,30.22
N0367,N0323,16.8,30.22,24.1
N0368,N0323,45.97,66.39,25.63
N0369,N0369,92.08,94.45,94.45
N0370,N0369,52.17,53.81,53.81
N0371,N0369,43.34,48.96,48.96
N0372,N0369,30.38,35.04,35.04
N0373,N0369,21.48,27.93,27.93
N0374,N0369,61.64,68.24,68.24
N0375,N0369,49.08,55.43,55.43
N0376,N0369,37.61,44.06,44.06
N0377,N0369,24.34,35.03,35.03
N0378,N0369,69.25,63.16,63.16
N0379,N0369,42.64,45.26,45.26
N0380,N0369,25.15,33.28,33.28
N0381,N0369,17.26,22.49,22.49
N0382,N0369,64.29,53.81,94.45
N0383,N0369,60.86,48.96,94.45
N0384,N0369,54.89,94.45,35.04
N0385,N0369,53.13,27.93,94.45
N0386,N0369,89.1,68.24,94.45
N0387,N0369,90.47,94.45,55.43
N0388,N0369,87.7,94.45,44.06
N0389,N0369,83.1,94.45,35.03
N0390,N0369,82.95,94.45,63.16
N0391,N0369,74.7,45.26,94.45
N0392,N0369,43.07,33.28,94.45
N0393,N0369,26.19,94.45,22.49
N0394,N0369,47.62,35.04,53.81
N0395,N0369,43.49,53.81,27.93
N0396,N0369,34.62,27.93,48.96
N0397,N0369,55.54,68.24,44.06
N0398,N0369,53.04,68.24,35.03
N0399,N0369,48.8,55.43,35.03
N0400,N0369,40.71,33.28,63.16
N0401,N0369,23.47,22.49,63.16
N0402,N0369,24.2,22.49,45.26
N0403,N0369,54.08,68.24,53.81
N0404,N0369,76.04,63.16,68.24
N0405,N0369,23.51,53.81,22.49
N0406,N0369,41.89,55.43,35.04
N0407,N0369,35.35,55.43,33.28
N0408,N0369,53.35,48.96,63.16
N0409,N0369,44.73,48.96,44.06
N0410,N0369,21.63,22.49,44.06
N0411,N0369,30.83,33.28,35.04
N0412,N0369,43.88,48.96,35.03
N0413,N0369,65.32,63.16,35.03
N0414,N0369,45.03,27.93,45.26
N0415,N0415,96.64,96.83,96.83
N0416,N0415,58.28,58.57,58.57
N0417,N0415,52,51.39,51.39
N0418,N0415,40.02,41.13,41.13
N0419,N0415,33.34,32.87,32.87
N0420,N0415,64.99,70.78,70.78
N0421,N0415,47.59,56.79,56.79
N0422,N0415,32.76,43.54,43.54
N0423,N0415,20.72,30.98,30.98
N0424,N0415,70.34,61.44,61.44
N0425,N0415,44.38,47.42,47.42
N0426,N0415,27.89,33.33,33.33
N0427,N0415,15.04,22.85,22.85
N0428,N0415,66.47,58.57,96.83
N0429,N0415,62.02,51.39,96.83
N0430,N0415,58.19,96.83,41.13
N0431,N0415,60.32,32.87,96.83
N0432,N0415,90.83,96.83,70.78
N0433,N0415,90.54,56.79,96.83
N0434,N0415,88.15,96.83,43.54
N0435,N0415,86.26,30.98,96.83
N0436,N0415,86.83,96.83,61.44
N0437,N0415,68.71,96.83,47.42
N0438,N0415,48.32,33.33,96.83
N0439,N0415,27.46,96.83,22.85
N0440,N0415,50.85,58.57,41.13
N0441,N0415,47.64,32.87,58.57
N0442,N0415,39.8,51.39,32.87
N0443,N0415,59.5,43.54,70.78
N0444,N0415,57.86,70.78,30.98
N0445,N0415,42.46,30.98,56.79
N0446,N0415,41.61,33.33,61.44
N0447,N0415,26.62,22.85,61.44
N0448,N0415,27.03,47.42,22.85
N0449,N0415,51,41.13,70.78
N0450,N0415,54.57,47.42,70.78
N0451,N0415,39.7,58.57,33.33
N0452,N0415,45.51,41.13,56.79
N0453,N0415,33.32,56.79,33.33
N0454,N0415,59.24,61.44,51.39
N0455,N0415,40.41,43.54,41.13
N0456,N0415,69.6,61.44,43.54
N0457,N0415,17.06,22.85,41.13
N0458,N0415,43.94,30.98,51.39
N0459,N0415,28.81,33.33,30.98
N0460,N0415,16.12,32.87,22.85
