N0054,N0001,54.9,23.66,63.21
N0055,N0001,40.85,40.47,38.99
N0056,N0056,91.25,99.49,99.49
N0057,N0056,60.78,61.25,61.25
N0058,N0056,47.02,52.6,52.6
N0059,N0056,42.71,47.18,47.18
N0060,N0056,35.86,38.93,38.93
N0061,N0056,59.89,65.98,65.98
N0062,N0056,39.41,42.7,42.7
N0063,N0056,26.17,27.8,27.8
N0064,N0056,18.85,26.32,26.32
N0065,N0056,66.28,71.35,71.35
N0066,N0056,48.74,53.67,53.67
N0067,N0056,42.46,41.83,41.83
N0068,N0056,31.03,32.19,32.19
N0069,N0056,68.36,61.25,99.49
N0070,N0056,60.97,99.49,52.6
N0071,N0056,57.37,99.49,47.18
N0072,N0056,48.22,99.49,38.93
N0073,N0056,79.73,99.49,65.98
N0074,N0056,76.5,42.7,99.49
N0075,N0056,71.26,99.49,27.8
N0076,N0056,68.44,26.32,99.49
N0077,N0056,76.41,99.49,71.35
N0078,N0056,62.55,99.49,53.67
N0079,N0056,50.74,41.83,99.49
N0080,N0056,39.71,32.19,99.49
N0081,N0056,54.87,61.25,52.6
N0082,N0056,48.47,61.25,47.18
N0083,N0056,46.37,61.25,38.93
N0084,N0056,49.35,52.6,47.18
N0085,N0056,44.54,38.93,52.6
N0086,N0056,38.97,38.93,47.18
N0087,N0056,52.22,42.7,65.98
N0088,N0056,49.74,27.8,65.98
N0089,N0056,45.71,65.98,26.32
N0090,N0056,34.23,27.8,42.7
N0091,N0056,33.59,26.32,42.7
N0092,N0056,24.31,26.32,27.8
N0093,N0056,59.83,53.67,71.35
N0094,N0056,50.83,41.83,71.35
N0095,N0056,44.06,71.35,32.19
N0096,N0056,47.56,53.67,41.83
N0097,N0056,40.36,53.67,32.19
N0098,N0056,33.81,32.19,41.83
N0099,N0056,52.14,65.98,52.6
N0100,N0056,65.17,71.35,65.98
N0101,N0056,38.51,61.25,32.19
N0102,N0056,37.69,42.7,38.93
N0103,N0056,59.9,71.35,42.7
N0104,N0056,41.83,52.6,32.19
N0105,N0056,51.39,52.6,27.8
N0106,N0056,29.69,32.19,27.8
N0107,N0056,43.84,32.19,53.67
N0108,N0056,41.78,26.32,52.6
N0109,N0056,45.93,53.67,26.32
N0110,N0056,49.95,38.93,53.67
N0111,N0111,94.41,99,99
N0112,N0111,53.71,64.09,64.09
N0113,N0111,49.36,53.61,53.61
N0114,N0111,44.58,45.03,45.03
N0115,N0111,34.13,39.24,39.24
N0116,N0111,47.92,65.18,65.18
N0117,N0111,37.93,44.09,44.09
N0118,N0111,33.44,35.61,35.61
N0119,N0111,19.5,25.28,25.28
N0120,N0111,68.79,65.04,65.04
N0121,N0111,46.47,51.11,51.11
N0122,N0111,34.68,39.14,39.14
N0123,N0111,24.71,22.44,22.44
N0124,N0111,70.47,64.09,99
N0125,N0111,63.02,53.61,99
N0126,N0111,55.25,45.03,99
N0127,N0111,53.87,99,39.24
N0128,N0111,86.33,99,65.18
N0129,N0111,79.28,44.09,99
N0130,N0111,80.9,99,35.61
N0131,N0111,78.24,25.28,99
N0132,N0111,82.38,65.04,99
N0133,N0111,67.16,51.11,99
N0134,N0111,56.26,39.14,99
N0135,N0111,36.1,22.44,99
N0136,N0111,52.3,53.61,64.09
N0137,N0111,51.52,64.09,45.03
N0138,N0111,49.98,64.09,39.24
N0139,N0111,45.36,45.03,53.61
N0140,N0111,43.35,53.61,39.24
N0141,N0111,37.83,39.24,45.03
N0142,N0111,52.31,65.18,44.09
N0143,N0111,48.42,65.18,35.61
N0144,N0111,51.6,65.18,25.28
N0145,N0111,34.22,44.09,35.61
N0146,N0111,37.26,44.09,25.28
N0147,N0111,28.81,35.61,25.28
N0148,N0111,56.62,65.04,51.11
N0149,N0111,47.42,65.04,39.14
N0150,N0111,34.18,22.44,65.04
N0151,N0111,46.33,39.14,51.11
N0152,N0111,32.58,51.11,22.44
N0153,N0111,31.58,22.44,39.14
N0154,N0111,57.64,64.09,65.18
N0155,N0111,63.22,65.04,65.18
N0156,N0111,45.51,64.09,39.14
N0157,N0111,55.73,64.09,44.09
N0158,N0111,60.7,44.09,65.04
N0159,N0111,46.91,39.14,53.61
N0160,N0111,36.87,35.61,39.24
N0161,N0111,39.87,35.61,39.14
N0162,N0111,51.7,51.11,45.03
N0163,N0111,26.4,25.28,39.24
N0164,N0111,54.65,25.28,65.04
N0165,N0111,43.79,51.11,39.24
N0166,N0166,92.99,98.64,98.64
N0167,N0166,60.32,59.91,59.91
N0168,N0166,52,51.6,51.6
N0169,N0166,43.61,43.91,43.91
N0170,N0166,33.44,33.36,33.36
N0171,N0166,53.76,65.35,65.35
N0172,N0166,42.59,49.23,49.23
N0173,N0166,29.75,35.69,35.69
N0174,N0166,23.45,28.17,28.17
N0175,N0166,69.08,64.63,64.63
N0176,N0166,44.11,52.1,52.1
N0177,N0166,39.31,41.17,41.17
N0178,N0166,27.46,29.74,29.74
N0179,N0166,68.23,59.91,98.64
N0180,N0166,58.21,51.6,98.64
N0181,N0166,49.26,98.64,43.91
N0182,N0166,47.71,33.36,98.64
N0183,N0166,81.05,98.64,65.35
N0184,N0166,76,98.64,49.23
N0185,N0166,72.08,35.69,98.64
N0186,N0166,71.36,98.64,28.17
N0187,N0166,82.01,98.64,64.63
N0188,N0166,64.28,98.64,52.1
N0189,N0166,57.14,41.17,98.64
N0190,N0166,34.96,29.74,98.64
N0191,N0166,54.3,59.91,51.6
N0192,N0166,46.43,59.91,43.91
N0193,N0166,47.36,33.36,59.91
N0194,N0166,46.93,51.6,43.91
N0195,N0166,38.86,51.6,33.36
N0196,N0166,38.18,43.91,33.36
N0197,N0166,50.87,49.23,65.35
N0198,N0166,49.69,65.35,35.69
N0199,N0166,48.59,28.17,65.35
N0200,N0166,38.87,35.69,49.23
N0201,N0166,40.42,28.17,49.23
N0202,N0166,28.59,28.17,35.69
N0203,N0166,56.63,52.1,64.63
N0204,N0166,43.94,41.17,64.63
N0205,N0166,36.15,64.63,29.74
N0206,N0166,42.43,52.1,41.17
N0207,N0166,34.58,52.1,29.74
N0208,N0166,37.4,29.74,41.17
N0209,N0166,51.07,65.35,51.6
N0210,N0166,72.32,64.63,65.35
N0211,N0166,31.58,59.91,29.74
N0212,N0166,53.46,49.23,59.91
N0213,N0166,42.67,41.17,49.23
N0214,N0166,55.48,64.63,51.6
N0215,N0166,37.18,35.69,43.91
N0216,N0166,67.72,35.69,64.63
N0217,N0166,48.66,52.1,43.91
N0218,N0166,38.69,28.17,43.91
N0219,N0166,43.48,28.17,52.1
N0220,N0166,30.73,29.74,33.36
N0221,N0221,91.58,95.47,95.47
N0222,N0221,64.01,59.31,59.31
N0223,N0221,54.77,58.2,58.2
N0224,N0221,45.81,48.79,48.79
N0225,N0221,40.78,39.89,39.89
N0226,N0221,62.39,66.68,66.68
N0227,N0221,40.79,67.68,67.68
N0228,N0221,30.68,68.68,68.68
N0229,N0221,18.35,69.68,69.68
N0230,N0221,63.48,70.68,70.68
N0231,N0221,47.4,71.68,71.68
N0232,N0221,37.95,72.68,72.68
N0233,N0221,27.51,73.68,73.68
N0234,N0221,67.83,74.68,59.31
N0235,N0221,63.31,75.68,58.2
N0236,N0221,62.18,76.68,95.47
N0237,N0221,55.89,77.68,39.89
N0238,N0221,84.57,78.68,95.47
N0239,N0221,81.61,79.68,67.68
N0240,N0221,72.03,80.68,68.68
N0241,N0221,75.94,81.68,95.47
N0242,N0221,79.43,82.68,95.47
N0243,N0221,64.11,83.68,95.47
N0244,N0221,48.34,84.68,72.68
N0245,N0221,36.17,85.68,73.68
N0246,N0221,55.88,86.68,59.31
N0247,N0221,54.62,87.68,48.79
N0248,N0221,45.95,88.68,39.89
N0249,N0221,50.84,89.68,58.2
N0250,N0221,48.65,90.68,58.2
N0251,N0221,42.64,91.68,48.79
N0252,N0221,53.29,92.68,66.68
N0253,N0221,45.72,93.68,66.68
N0254,N0221,45.82,94.68,66.68
N0255,N0221,39.94,95.68,68.68
N0256,N0221,36.04,96.68,67.68
N0257,N0221,26.75,97.68,68.68
N0258,N0221,54.02,98.68,71.68
N0259,N0221,44.78,99.68,72.68
N0260,N0221,30.95,70.68,73.68
N0261,N0221,41.23,71.68,72.68
N0262,N0221,31.8,71.68,73.68
N0263,N0221,31.75,73.68,72.68
N0264,N0221,49.81,66.68,48.79
N0265,N0221,39.83,66.68,72.68
N0266,N0221,59.55,71.68,59.31
N0267,N0221,50.42,58.2,67.68
N0268,N0221,61.71,67.68,70.68
N0269,N0221,52.54,58.2,71.68
N0270,N0221,35.48,68.68,39.89
N0271,N0221,38.03,68.68,72.68
N0272,N0221,53.1,70.68,48.79
N0273,N0221,47.97,69.68,58.2
N0274,N0221,41.54,69.68,71.68
N0275,N0221,48.68,39.89,71.68
N0276,N0276,97.18,98.69,98.69
N0277,N0276,65.54,64.6,64.6
N0278,N0276,53.99,57.98,57.98
N0279,N0276,40.78,49.19,49.19
N0280,N0276,32.56,40.55,40.55
N0281,N0276,53.35,67.26,67.26
N0282,N0276,40.33,41.06,41.06
N0283,N0276,24.12,28.86,28.86
N0284,N0276,12.34,18.96,18.96
N0285,N0276,59.29,61.61,61.61
N0286,N0276,41.82,49,49
N0287,N0276,37.34,39.45,39.45
N0288,N0276,18.91,24.56,24.56
N0289,N0276,76.93,64.6,98.69
N0290,N0276,64.5,57.98,98.69
N0291,N0276,59.47,98.69,49.19
N0292,N0276,57.81,40.55,98.69
N0293,N0276,86.07,98.69,67.26
N0294,N0276,89.55,41.06,98.69
N0295,N0276,78.01,98.69,28.86
N0296,N0276,70.76,18.96,98.69
N0297,N0276,78.13,98.69,61.61
N0298,N0276,70.01,49,98.69
N0299,N0276,52.59,39.45,98.69
N0300,N0276,29.56,98.69,24.56
N0301,N0276,55.87,64.6,57.98
N0302,N0276,50.48,49.19,64.6
N0303,N0276,46.81,40.55,64.6
N0304,N0276,51.28,57.98,49.19
N0305,N0276,46.7,57.98,40.55
N0306,N0276,42.24,49.19,40.55
N0307,N0276,50.48,41.06,67.26
N0308,N0276,49.26,28.86,67.26
N0309,N0276,48.5,67.26,18.96
N0310,N0276,33.12,41.06,28.86
N0311,N0276,33.45,18.96,41.06
N0312,N0276,17.94,28.86,18.96
N0313,N0276,51.57,61.61,49
N0314,N0276,41.11,39.45,61.61
N0315,N0276,29.87,24.56,61.61
N0316,N0276,38.61,39.45,49
N0317,N0276,26.41,49,24.56
N0318,N0276,26.14,39.45,24.56
N0319,N0276,65.15,64.6,67.26
N0320,N0276,42.47,67.26,39.45
N0321,N0276,65.82,64.6,61.61
N0322,N0276,59.33,64.6,41.06
N0323,N0276,35.85,39.45,41.06
N0324,N0276,59.15,61.61,57.98
N0325,N0276,41.62,49.19,28.86
N0326,N0276,57.6,28.86,61.61
N0327,N0276,36.95,49.19,39.45
N0328,N0276,42.13,18.96,57.98
N0329,N0276,40.15,18.96,49
N0330,N0276,37.04,39.45,40.55
